customer_ID,gender,tenure,internet_service,contract,payment_method,monthly_charges,total_charges,churn
9770-KXGQU,Female,53,Fiber optic,One year,Mailed check,99,5312,0
6437-UKHMV,Female,7,Fiber optic,Month-to-month,Electronic check,80,586,1
6538-POCHL,Male,33,Fiber optic,Month-to-month,Credit card (automatic),79,2577,0
6726-NNFWD,Female,71,Fiber optic,Two year,Credit card (automatic),89,6435,0
3002-WQZWT,Female,29,Fiber optic,Month-to-month,Electronic check,74,1993,0
4277-UDIEF,Male,24,DSL,Month-to-month,Bank transfer (automatic),81,1924,0
1208-NBVFH,Male,20,DSL,Month-to-month,Electronic check,50,940,0
4912-PIGUY,Female,1,Fiber optic,Month-to-month,Electronic check,85,85,0
1114-CENIM,Male,54,DSL,Month-to-month,Credit card (automatic),55,3093,1
6060-DRTNL,Female,5,Fiber optic,Month-to-month,Mailed check,85,416,1
2725-TTRIQ,Female,72,DSL,Two year,Bank transfer (automatic),84,5987,0
3374-TTZTK,Male,52,Fiber optic,Two year,Electronic check,106,5487,0
8990-ZXLSU,Female,9,Fiber optic,Month-to-month,Electronic check,69,652,0
2275-RBYQS,Female,1,DSL,Month-to-month,Mailed check,45,45,0
8473-VUVJN,Male,1,Fiber optic,Month-to-month,Electronic check,74,74,1
6289-CPNLD,Male,33,DSL,One year,Mailed check,74,2405,1
5536-SLHPM,Female,55,Fiber optic,Month-to-month,Electronic check,78,4458,1
4419-UJMUS,Male,69,Fiber optic,Two year,Electronic check,99,6856,0
7794-JASDG,Male,1,DSL,Month-to-month,Mailed check,51,51,0
7609-YBPXG,Male,54,DSL,Two year,Bank transfer (automatic),87,4735,0
5519-TEEUH,Male,33,No,One year,Mailed check,20,682,0
7856-GANIL,Male,45,Fiber optic,One year,Bank transfer (automatic),99,4526,0
0804-XBFBV,Female,11,DSL,Month-to-month,Electronic check,25,321,0
2676-OXPPQ,Male,6,DSL,Month-to-month,Bank transfer (automatic),56,336,0
3703-TTEPD,Male,21,DSL,Month-to-month,Bank transfer (automatic),65,1424,0
2799-TSLAG,Female,65,No,Two year,Bank transfer (automatic),25,1749,0
0196-VULGZ,Female,6,Fiber optic,Month-to-month,Electronic check,84,475,1
8837-VVWLQ,Female,8,Fiber optic,Month-to-month,Electronic check,85,668,1
2696-NARTR,Male,11,Fiber optic,Month-to-month,Electronic check,74,926,1
2208-NKVVH,Male,43,No,Two year,Mailed check,24,1078,0
7614-QVWQL,Male,49,DSL,One year,Bank transfer (automatic),52,2541,1
1976-CFOCS,Female,1,DSL,Month-to-month,Electronic check,46,46,1
4631-OACRM,Male,15,Fiber optic,Month-to-month,Electronic check,79,1156,1
7139-JZFVG,Male,60,DSL,Two year,Bank transfer (automatic),61,3694,0
4987-GQWPO,Male,17,DSL,Month-to-month,Credit card (automatic),25,383,0
3755-JBMNH,Male,16,Fiber optic,Month-to-month,Bank transfer (automatic),72,1168,1
1757-TCATG,Male,35,No,One year,Bank transfer (automatic),20,747,0
6345-ULYRW,Male,44,Fiber optic,One year,Mailed check,88,3913,1
4776-XSKYQ,Female,12,DSL,One year,Credit card (automatic),30,369,0
8048-DSDFQ,Male,1,No,Month-to-month,Mailed check,20,20,0
5753-QQWPW,Female,28,DSL,One year,Electronic check,60,1655,0
6010-DDPPW,Male,70,No,Two year,Bank transfer (automatic),25,1941,0
1809-DMJHQ,Female,5,DSL,Month-to-month,Mailed check,46,222,1
6693-FRIRW,Male,18,Fiber optic,Month-to-month,Credit card (automatic),101,1795,0
6586-MYGKD,Male,70,DSL,Two year,Credit card (automatic),77,5290,0
3173-NVMPX,Female,9,DSL,Month-to-month,Mailed check,55,501,0
0248-PGHBZ,Female,67,Fiber optic,Two year,Bank transfer (automatic),92,6141,0
0623-GDISB,Female,1,DSL,Month-to-month,Bank transfer (automatic),48,48,0
2892-GESUL,Female,18,No,Two year,Mailed check,19,309,0
6923-EFPNL,Male,4,DSL,Month-to-month,Credit card (automatic),52,201,1
7472-EQOAV,Male,71,Fiber optic,One year,Bank transfer (automatic),87,6179,0
9574-RKJIF,Male,30,Fiber optic,Month-to-month,Electronic check,94,2839,1
2043-WVTQJ,Male,1,DSL,Month-to-month,Mailed check,56,56,0
8034-RYTVV,Female,55,Fiber optic,One year,Credit card (automatic),84,4590,0
3863-QSTYI,Male,59,DSL,Month-to-month,Electronic check,65,3735,0
2619-WFQWU,Female,1,Fiber optic,Month-to-month,Mailed check,70,70,1
5044-LRQAQ,Female,7,Fiber optic,Month-to-month,Bank transfer (automatic),69,478,0
1716-LSAMB,Male,45,DSL,Two year,Bank transfer (automatic),55,2554,0
1333-PBMXB,Female,54,No,One year,Bank transfer (automatic),25,1342,0
6546-OPBBH,Male,51,No,One year,Mailed check,24,1216,0
5985-BEHZK,Female,72,Fiber optic,One year,Credit card (automatic),105,7578,0
9127-QRZMH,Male,44,DSL,One year,Bank transfer (automatic),60,2604,0
5919-VCZYM,Male,2,No,Month-to-month,Mailed check,20,43,0
9644-KVCNC,Female,66,Fiber optic,One year,Bank transfer (automatic),92,6057,0
2137-DQMEV,Male,68,DSL,One year,Mailed check,45,2984,0
8174-LNWMW,Female,31,No,Two year,Credit card (automatic),21,689,0
9279-CJEOJ,Female,21,Fiber optic,Month-to-month,Bank transfer (automatic),95,2025,0
7964-VEXDG,Male,21,Fiber optic,Month-to-month,Electronic check,80,1747,0
2404-JIBFC,Female,55,DSL,Two year,Bank transfer (automatic),85,4658,0
0778-NELLA,Male,9,DSL,Month-to-month,Credit card (automatic),35,296,1
8029-XYPWT,Male,71,Fiber optic,Two year,Bank transfer (automatic),115,8017,0
4614-NUVZD,Female,1,Fiber optic,Month-to-month,Electronic check,81,81,1
4632-PAOYU,Male,22,No,One year,Mailed check,20,434,0
3803-KMQFW,Female,1,No,Month-to-month,Mailed check,21,21,1
6804-GDMOI,Female,61,Fiber optic,Two year,Electronic check,107,6428,1
2990-OGYTD,Female,67,DSL,Two year,Bank transfer (automatic),86,5884,0
6646-JPPHA,Female,14,Fiber optic,Month-to-month,Electronic check,79,1044,0
9572-MTILT,Male,59,Fiber optic,Month-to-month,Electronic check,107,6253,1
7658-UYUQS,Male,21,Fiber optic,Month-to-month,Bank transfer (automatic),87,1857,0
7880-XSOJX,Male,4,DSL,Month-to-month,Mailed check,42,146,0
9611-CTWIH,Female,3,Fiber optic,Month-to-month,Electronic check,89,240,1
4589-IUAJB,Male,70,No,Two year,Bank transfer (automatic),24,1724,0
0329-GTIAJ,Female,3,Fiber optic,Month-to-month,Electronic check,98,315,1
8746-BFOAJ,Male,21,No,One year,Bank transfer (automatic),21,430,0
8457-XIGKN,Male,20,No,Month-to-month,Credit card (automatic),20,356,0
6072-NUQCB,Male,22,No,One year,Bank transfer (automatic),20,488,0
6629-CZTTH,Male,1,DSL,Month-to-month,Mailed check,56,56,1
8838-GPHZP,Female,63,No,Two year,Mailed check,21,1299,0
8750-QWZAJ,Female,70,No,Two year,Bank transfer (automatic),20,1379,0
5364-EVNIB,Male,13,Fiber optic,Month-to-month,Electronic check,80,973,1
6918-UMQCG,Female,5,Fiber optic,Month-to-month,Electronic check,80,384,0
0675-NCDYU,Female,72,Fiber optic,Two year,Credit card (automatic),116,8543,0
6339-DKLMK,Female,13,DSL,Month-to-month,Electronic check,32,390,0
1346-PJWTK,Male,61,Fiber optic,Month-to-month,Credit card (automatic),94,5732,0
5088-QZLRL,Male,1,No,Month-to-month,Electronic check,21,21,0
8023-QHAIO,Female,56,Fiber optic,Month-to-month,Bank transfer (automatic),77,4276,0
4397-FRLTA,Female,4,No,Month-to-month,Mailed check,20,85,0
3057-VJJQE,Male,35,DSL,Two year,Mailed check,55,1924,0
5087-SUURX,Female,18,DSL,Month-to-month,Electronic check,39,670,1
2302-OUZXB,Male,72,DSL,Two year,Bank transfer (automatic),82,5784,0
8133-ANHHJ,Female,49,Fiber optic,One year,Bank transfer (automatic),103,5166,0
2270-CHBFN,Female,44,Fiber optic,Month-to-month,Credit card (automatic),95,4061,0
0013-EXCHZ,Female,3,Fiber optic,Month-to-month,Mailed check,84,267,1
5982-FPVQN,Female,37,Fiber optic,Month-to-month,Electronic check,95,3533,0
9107-UKCKY,Male,61,DSL,One year,Electronic check,80,4915,0
4654-ULTTN,Male,70,DSL,Two year,Credit card (automatic),75,5316,0
5550-VFRLC,Female,1,Fiber optic,Month-to-month,Electronic check,70,70,1
5546-BYZSM,Female,41,No,Month-to-month,Electronic check,20,776,0
1492-KGETH,Male,70,DSL,One year,Bank transfer (automatic),78,5446,0
4929-BSTRX,Female,1,DSL,Month-to-month,Mailed check,54,54,1
4163-HFTUK,Male,51,No,One year,Electronic check,19,1008,0
8215-NGSPE,Female,42,No,Two year,Mailed check,20,834,0
2225-ZRGSG,Female,70,Fiber optic,Two year,Bank transfer (automatic),94,6579,1
8859-YSTWS,Male,48,No,One year,Bank transfer (automatic),20,1005,0
5271-YNWVR,Male,68,Fiber optic,Two year,Electronic check,113,7856,1
7601-DHFWZ,Female,48,No,Two year,Credit card (automatic),24,1183,0
2657-ALMWY,Female,26,Fiber optic,Month-to-month,Electronic check,85,2170,1
6330-JKLPC,Male,11,Fiber optic,Month-to-month,Bank transfer (automatic),81,897,1
4667-OHGKG,Male,1,No,Month-to-month,Mailed check,19,19,1
1998-VHJHK,Female,27,No,One year,Mailed check,19,501,0
1707-HABPF,Female,46,Fiber optic,One year,Bank transfer (automatic),91,4126,0
1660-HSOOQ,Male,1,DSL,Month-to-month,Mailed check,50,50,1
7253-UVNDW,Female,46,DSL,Two year,Credit card (automatic),54,2460,1
0487-VVUVK,Male,25,No,Month-to-month,Mailed check,19,478,0
7228-OMTPN,Male,4,Fiber optic,Month-to-month,Electronic check,88,371,1
5063-IUOKK,Male,13,No,Two year,Mailed check,20,266,0
4508-OEBEY,Male,31,DSL,One year,Credit card (automatic),76,2424,0
0027-KWYKW,Female,23,Fiber optic,Month-to-month,Electronic check,84,1850,0
2308-STERM,Female,2,No,Month-to-month,Mailed check,19,61,0
5982-XMDEX,Female,65,No,Two year,Bank transfer (automatic),27,1699,0
6284-AHOOQ,Male,22,Fiber optic,Month-to-month,Bank transfer (automatic),91,1911,1
6051-PTVNS,Female,55,No,One year,Credit card (automatic),19,998,0
2344-JMOGN,Male,9,Fiber optic,Month-to-month,Mailed check,95,891,1
3799-ISUZQ,Male,7,Fiber optic,Month-to-month,Bank transfer (automatic),70,530,1
2877-VDUER,Female,35,DSL,One year,Mailed check,41,1384,0
9152-AMKAK,Male,6,DSL,Two year,Mailed check,80,493,0
1794-HBQTJ,Female,1,DSL,Month-to-month,Credit card (automatic),49,49,1
9432-VOFYX,Male,17,Fiber optic,Month-to-month,Electronic check,71,1207,0
8049-WJCLQ,Male,10,DSL,Month-to-month,Mailed check,60,564,0
6586-PSJOX,Male,15,DSL,One year,Credit card (automatic),55,865,0
2460-FPSYH,Female,40,DSL,Month-to-month,Electronic check,56,2109,1
9705-ZJBCG,Female,13,DSL,One year,Bank transfer (automatic),54,701,0
4818-DRBQT,Male,29,Fiber optic,Month-to-month,Bank transfer (automatic),80,2265,1
1320-HTRDR,Female,3,Fiber optic,Month-to-month,Electronic check,76,221,1
6847-KJLTS,Female,58,Fiber optic,Month-to-month,Bank transfer (automatic),100,5750,0
9670-BPNXF,Female,45,DSL,One year,Credit card (automatic),63,2796,0
3913-FCUUW,Female,72,DSL,Two year,Bank transfer (automatic),70,5166,0
3301-VKTGC,Male,68,Fiber optic,One year,Bank transfer (automatic),86,5697,0
1493-AMTIE,Male,1,No,Month-to-month,Bank transfer (automatic),20,20,1
9555-SAHUZ,Female,38,DSL,Month-to-month,Electronic check,55,2076,0
0816-TSPHQ,Male,2,No,Month-to-month,Mailed check,21,44,0
9932-WBWIK,Male,11,No,Month-to-month,Mailed check,20,215,0
4619-EVPHY,Female,20,Fiber optic,One year,Bank transfer (automatic),91,1860,0
5286-YHCVC,Male,72,Fiber optic,Two year,Bank transfer (automatic),105,7470,0
6424-ELEYH,Female,3,Fiber optic,Month-to-month,Credit card (automatic),75,230,1
4391-RESHN,Male,23,Fiber optic,Month-to-month,Mailed check,104,2470,1
9115-YQHGA,Male,40,DSL,Month-to-month,Electronic check,51,2093,0
4462-CYWMH,Male,62,Fiber optic,Month-to-month,Bank transfer (automatic),90,5630,0
8963-MQVYN,Female,22,No,Month-to-month,Electronic check,21,470,0
2458-EOMRE,Female,11,DSL,Month-to-month,Bank transfer (automatic),64,734,0
9334-GWGOW,Male,7,Fiber optic,Month-to-month,Electronic check,75,485,0
6821-BUXUX,Female,13,Fiber optic,Month-to-month,Electronic check,97,1245,1
5028-HTLJB,Male,1,No,Month-to-month,Mailed check,20,20,1
9801-GDWGV,Female,39,Fiber optic,Month-to-month,Electronic check,103,3994,1
6542-LWGXJ,Male,3,DSL,Month-to-month,Mailed check,25,78,0
5567-GZKQY,Male,58,No,Two year,Credit card (automatic),20,1132,0
1222-LRYKO,Male,6,No,Month-to-month,Mailed check,26,184,0
2320-JRSDE,Female,1,No,Month-to-month,Electronic check,20,20,1
2087-QAREY,Female,22,DSL,Month-to-month,Mailed check,55,1179,0
0601-WZHJF,Male,14,DSL,Month-to-month,Electronic check,46,668,1
4423-JWZJN,Male,64,Fiber optic,One year,Credit card (automatic),90,5629,0
5143-WMWOG,Male,1,No,Month-to-month,Electronic check,20,20,1
6490-FGZAT,Male,6,No,Month-to-month,Mailed check,21,109,0
5393-RXQSZ,Male,1,Fiber optic,Month-to-month,Electronic check,80,80,1
7452-FOLON,Male,39,No,One year,Bank transfer (automatic),25,958,0
2320-TZRRH,Female,20,No,One year,Mailed check,20,403,0
0231-LXVAP,Male,1,Fiber optic,Month-to-month,Electronic check,76,76,1
9444-JTXHZ,Male,1,Fiber optic,Month-to-month,Electronic check,76,76,1
4942-VZZOM,Male,64,DSL,One year,Credit card (automatic),66,4393,0
5510-BOIUJ,Male,1,No,Month-to-month,Mailed check,19,19,1
7502-BNYGS,Female,46,DSL,Month-to-month,Credit card (automatic),69,3168,0
4291-HYEBC,Female,28,DSL,One year,Electronic check,39,1097,0
6147-CBCRA,Female,33,No,Month-to-month,Mailed check,20,669,0
6047-SUHPR,Male,39,DSL,One year,Electronic check,60,2344,0
4471-KXAUH,Female,42,Fiber optic,Month-to-month,Electronic check,84,3588,1
9752-ZNQUT,Female,1,DSL,Month-to-month,Electronic check,49,49,0
7638-QVMVY,Female,7,Fiber optic,Month-to-month,Electronic check,79,523,1
1576-PFZIW,Male,70,Fiber optic,Two year,Credit card (automatic),105,7512,0
5666-MBJPT,Male,65,No,Two year,Bank transfer (automatic),25,1725,0
7312-XSBAT,Male,1,DSL,Month-to-month,Electronic check,50,50,0
3096-GKWEB,Male,18,Fiber optic,Month-to-month,Electronic check,95,1692,0
2371-JQHZZ,Male,24,Fiber optic,Month-to-month,Electronic check,93,2248,0
0674-GCDXG,Male,63,DSL,Two year,Bank transfer (automatic),72,4479,0
1121-QSIVB,Female,44,DSL,One year,Mailed check,78,3471,0
4396-KLSEH,Male,4,No,Month-to-month,Electronic check,20,63,0
3244-DCJWY,Female,1,Fiber optic,Month-to-month,Electronic check,70,70,1
2824-MYYBN,Female,37,Fiber optic,Month-to-month,Electronic check,95,3314,0
0875-CABNR,Female,10,Fiber optic,Month-to-month,Credit card (automatic),85,866,1
6345-HOVES,Male,34,DSL,Month-to-month,Bank transfer (automatic),25,853,0
8318-LCNBW,Male,35,DSL,One year,Credit card (automatic),53,1931,0
6469-QJKZW,Female,4,No,Month-to-month,Electronic check,20,91,0
0147-ESWWR,Female,39,Fiber optic,Month-to-month,Electronic check,101,3949,0
1217-VASWC,Male,43,Fiber optic,One year,Bank transfer (automatic),101,4304,0
7812-FZHPE,Female,17,No,Month-to-month,Mailed check,24,410,1
6370-ZVHDV,Female,61,No,Two year,Bank transfer (automatic),25,1555,0
5915-DGNVC,Female,49,DSL,One year,Electronic check,72,3472,0
6260-XLACS,Male,4,No,One year,Mailed check,20,118,0
3566-CAAYU,Female,64,DSL,Two year,Electronic check,50,3210,0
4983-CCWMC,Male,3,Fiber optic,Month-to-month,Mailed check,70,207,0
9103-CXVOK,Male,1,No,Month-to-month,Electronic check,20,20,0
2896-TBNBE,Male,40,Fiber optic,One year,Electronic check,81,3133,0
4797-AXPXK,Female,1,DSL,Month-to-month,Electronic check,60,60,1
5229-PRWKT,Male,8,Fiber optic,Month-to-month,Electronic check,87,650,1
6982-UQZLY,Female,1,No,Month-to-month,Mailed check,21,21,1
2522-WLNSF,Female,34,DSL,One year,Bank transfer (automatic),64,2106,0
3841-CONLJ,Female,1,DSL,Month-to-month,Electronic check,35,35,0
5057-LCOUI,Female,39,DSL,Month-to-month,Electronic check,51,2011,1
0193-ESZXP,Female,58,Fiber optic,One year,Credit card (automatic),106,6206,1
4475-NVTLU,Male,45,No,Two year,Electronic check,19,904,0
4369-HTUIF,Male,6,Fiber optic,Month-to-month,Bank transfer (automatic),85,504,1
9386-LDCZR,Male,43,Fiber optic,One year,Credit card (automatic),91,3882,0
9585-KKMFD,Male,41,No,Two year,Mailed check,20,880,0
5399-ZIMKF,Male,5,Fiber optic,Month-to-month,Electronic check,75,384,0
0336-KXKFK,Male,72,DSL,Two year,Credit card (automatic),61,4390,0
5619-XZZKR,Male,4,No,One year,Mailed check,20,68,0
3948-FVVRP,Male,9,DSL,Month-to-month,Mailed check,55,453,0
5327-XOKKY,Male,72,DSL,Two year,Credit card (automatic),73,5329,0
0983-TATYJ,Female,33,DSL,One year,Mailed check,51,1759,0
1813-JYWTO,Female,72,Fiber optic,Two year,Bank transfer (automatic),80,5738,0
0156-FVPTA,Male,22,DSL,Month-to-month,Electronic check,54,1153,1
1984-FCOWB,Female,70,Fiber optic,One year,Electronic check,110,7675,1
0654-HMSHN,Male,21,Fiber optic,Month-to-month,Electronic check,104,2158,1
6719-OXYBR,Male,15,Fiber optic,Month-to-month,Electronic check,85,1220,0
3312-ZWLGF,Male,29,Fiber optic,Month-to-month,Electronic check,79,2415,0
6476-YHMGA,Female,15,DSL,Month-to-month,Bank transfer (automatic),77,1156,0
5287-QWLKY,Male,71,Fiber optic,Month-to-month,Credit card (automatic),105,7548,1
0795-XCCTE,Male,72,No,Two year,Bank transfer (automatic),25,1809,0
0168-XZKBB,Female,19,Fiber optic,Month-to-month,Electronic check,87,1564,0
3785-NRHYR,Male,1,No,Month-to-month,Mailed check,20,20,0
5196-SGOAK,Female,1,Fiber optic,Month-to-month,Electronic check,76,76,1
4537-DKTAL,Female,2,DSL,Month-to-month,Electronic check,46,84,0
7072-MBHEV,Female,11,Fiber optic,Month-to-month,Credit card (automatic),78,865,0
5602-BVFMK,Female,12,No,One year,Mailed check,19,229,0
6297-NOOPG,Female,70,Fiber optic,Two year,Electronic check,111,7752,0
1891-UAWWU,Female,20,Fiber optic,Month-to-month,Electronic check,91,1951,1
8204-TIFGJ,Female,23,No,Month-to-month,Bank transfer (automatic),20,471,0
8050-DVOJX,Male,49,DSL,Two year,Credit card (automatic),81,4061,0
6108-OQZDQ,Female,4,Fiber optic,Month-to-month,Electronic check,98,385,1
0363-QJVFX,Male,32,Fiber optic,Month-to-month,Credit card (automatic),108,3433,1
8903-XEBGX,Male,2,DSL,Month-to-month,Electronic check,55,109,0
8169-SAEJD,Male,69,DSL,Two year,Credit card (automatic),57,3953,0
9840-DVNDC,Male,6,Fiber optic,Month-to-month,Credit card (automatic),81,463,1
1089-XZWHH,Female,24,No,Two year,Mailed check,20,494,0
2325-WINES,Female,32,Fiber optic,One year,Credit card (automatic),104,3417,0
6064-ZATLR,Female,27,DSL,Two year,Bank transfer (automatic),53,1499,0
3096-JRDSO,Female,27,Fiber optic,Month-to-month,Bank transfer (automatic),104,2868,1
7824-PANSQ,Male,58,Fiber optic,Month-to-month,Bank transfer (automatic),81,4807,0
8042-JVNFH,Male,1,Fiber optic,Month-to-month,Mailed check,71,71,1
9648-BCHKM,Female,18,No,Two year,Credit card (automatic),25,471,0
2888-ADFAO,Female,47,No,Two year,Bank transfer (automatic),21,1042,0
8707-HOEDG,Female,70,Fiber optic,Two year,Electronic check,110,7690,0
3374-LXDEV,Female,13,Fiber optic,Month-to-month,Electronic check,89,1132,1
4072-IPYLT,Female,36,DSL,Month-to-month,Credit card (automatic),51,1815,0
7167-PCEYD,Male,67,No,Two year,Mailed check,20,1311,0
4936-YPJNK,Female,10,No,Month-to-month,Mailed check,20,199,0
1580-BMCMR,Male,19,Fiber optic,Month-to-month,Electronic check,87,1637,0
4817-KEQSP,Female,71,No,Two year,Bank transfer (automatic),20,1326,0
6408-WHTEF,Male,72,DSL,Two year,Mailed check,89,6377,0
9251-AWQGT,Female,48,No,Two year,Mailed check,20,936,0
8749-CLJXC,Male,1,No,Month-to-month,Mailed check,20,20,0
7989-VCQOH,Male,18,DSL,Month-to-month,Electronic check,83,1611,0
5049-GLYVG,Male,1,No,Month-to-month,Mailed check,21,21,1
4199-QHJNM,Male,67,Fiber optic,Two year,Bank transfer (automatic),103,6990,0
8882-TLVRW,Male,69,DSL,Two year,Mailed check,39,2780,0
5883-GTGVD,Male,19,Fiber optic,Month-to-month,Electronic check,100,1932,1
5135-GRQJV,Male,72,Fiber optic,Two year,Mailed check,115,8332,0
2384-OVPSA,Female,38,No,Two year,Mailed check,20,736,0
1371-WEPDS,Male,40,DSL,One year,Electronic check,56,2283,0
3580-GICBM,Female,61,No,Two year,Mailed check,24,1445,0
4817-QRJSX,Female,10,Fiber optic,Month-to-month,Credit card (automatic),81,818,1
9730-DRTMJ,Male,32,DSL,One year,Credit card (automatic),73,2333,0
4686-UXDML,Female,21,Fiber optic,Month-to-month,Credit card (automatic),100,1993,0
3349-ANQNH,Female,59,Fiber optic,One year,Electronic check,100,5890,0
2398-YPMUR,Female,13,Fiber optic,Month-to-month,Electronic check,70,917,1
0932-YIXYU,Female,47,No,Two year,Credit card (automatic),20,1030,0
7480-SPLEF,Male,69,No,Two year,Bank transfer (automatic),26,1797,0
7636-XUHWW,Male,2,No,Month-to-month,Credit card (automatic),20,34,0
1431-CYWMH,Female,22,No,Month-to-month,Bank transfer (automatic),19,454,0
5937-EORGB,Male,15,Fiber optic,Month-to-month,Electronic check,97,1392,0
6349-JDHQP,Female,53,No,Two year,Credit card (automatic),20,1050,0
5539-HIVAK,Female,28,No,Month-to-month,Mailed check,26,735,0
5847-MXBEO,Male,22,No,One year,Mailed check,20,475,0
9985-MWVIX,Female,1,Fiber optic,Month-to-month,Mailed check,70,70,1
4583-PARNH,Male,16,Fiber optic,Month-to-month,Electronic check,92,1540,0
1116-FRYVH,Female,48,DSL,Two year,Mailed check,39,1979,0
1421-HCERK,Male,30,Fiber optic,Month-to-month,Bank transfer (automatic),106,3182,0
9633-XQABV,Female,3,Fiber optic,Month-to-month,Electronic check,70,230,0
0716-BQNDX,Male,57,Fiber optic,Two year,Electronic check,94,5626,0
1265-XTECC,Female,68,Fiber optic,One year,Credit card (automatic),97,6582,1
1183-CANVH,Female,23,DSL,One year,Bank transfer (automatic),60,1347,0
1972-XMUWV,Female,65,DSL,Two year,Credit card (automatic),60,3808,0
8679-LZBMD,Male,44,Fiber optic,One year,Bank transfer (automatic),91,3974,0
3407-JMJQQ,Female,71,Fiber optic,Two year,Bank transfer (automatic),109,7662,0
6252-DFGTK,Female,37,DSL,One year,Credit card (automatic),68,2479,0
1539-LNKHM,Female,12,No,Month-to-month,Mailed check,20,267,0
8645-KOMJQ,Male,69,DSL,Two year,Bank transfer (automatic),82,5601,0
0289-IVARM,Female,35,DSL,Month-to-month,Electronic check,61,1983,0
9761-XUJWD,Male,5,DSL,Month-to-month,Bank transfer (automatic),66,340,0
4057-FKCZK,Male,58,Fiber optic,Two year,Bank transfer (automatic),83,4828,0
4291-TPNFG,Male,72,DSL,Two year,Bank transfer (automatic),82,5981,0
6087-YPWHO,Male,72,DSL,Two year,Mailed check,68,4809,0
3090-QFUVD,Female,1,No,Month-to-month,Credit card (automatic),20,20,0
2237-ZFSMY,Female,39,Fiber optic,One year,Electronic check,96,3693,1
1722-LDZJS,Male,53,No,One year,Credit card (automatic),20,1068,0
1818-ESQMW,Female,27,Fiber optic,Month-to-month,Electronic check,89,2384,0
4871-JTKJF,Female,1,Fiber optic,Month-to-month,Electronic check,70,70,1
1415-YFWLT,Female,1,Fiber optic,Month-to-month,Electronic check,89,89,1
7401-RUBNK,Female,18,Fiber optic,Month-to-month,Electronic check,75,1438,0
0506-YLVKJ,Male,46,No,Two year,Mailed check,20,917,0
8661-BOYNW,Female,72,DSL,Two year,Credit card (automatic),84,6096,0
6711-VTNRE,Female,36,Fiber optic,Month-to-month,Electronic check,88,3078,1
4815-GBTCD,Female,4,DSL,Month-to-month,Electronic check,25,100,0
2805-AUFQN,Female,25,No,Two year,Credit card (automatic),20,475,0
0980-PVMRC,Female,40,DSL,Month-to-month,Electronic check,51,2037,0
7233-DRTRF,Male,63,Fiber optic,Month-to-month,Electronic check,102,6444,0
3500-RMZLT,Female,15,Fiber optic,Month-to-month,Mailed check,96,1427,1
3873-NFTGI,Male,14,DSL,Month-to-month,Credit card (automatic),56,768,0
1162-ECVII,Male,72,Fiber optic,Two year,Bank transfer (automatic),110,7933,0
7048-GXDAY,Male,39,Fiber optic,Month-to-month,Electronic check,106,4041,0
8571-ZCMCX,Female,47,DSL,Two year,Credit card (automatic),60,2769,0
1169-WCVAK,Male,19,Fiber optic,Month-to-month,Credit card (automatic),89,1672,0
4548-SDBKE,Female,5,Fiber optic,Month-to-month,Electronic check,85,475,1
8066-POXGX,Female,13,DSL,Month-to-month,Electronic check,35,446,1
7129-CAKJW,Female,17,Fiber optic,Month-to-month,Bank transfer (automatic),80,1346,0
8695-ARGXZ,Male,34,Fiber optic,Month-to-month,Electronic check,76,2425,0
3570-YUEKJ,Female,42,DSL,Month-to-month,Electronic check,50,2078,0
4143-OOBWZ,Male,5,Fiber optic,Month-to-month,Electronic check,81,416,1
1555-HAPSU,Female,71,No,Two year,Credit card (automatic),24,1664,0
1697-NVVGY,Male,19,DSL,Month-to-month,Bank transfer (automatic),66,1286,0
7854-EKTJL,Female,2,No,Month-to-month,Electronic check,20,36,1
8464-EETCQ,Male,57,No,Two year,Credit card (automatic),19,1094,0
2419-FSORS,Male,72,Fiber optic,Two year,Electronic check,108,7720,0
8132-YPVBX,Female,6,Fiber optic,Month-to-month,Mailed check,86,515,0
9102-IAYHT,Female,17,Fiber optic,Month-to-month,Electronic check,85,1452,1
6754-LZUKA,Male,61,DSL,Two year,Bank transfer (automatic),81,4933,0
3422-LYEPQ,Male,1,Fiber optic,Month-to-month,Electronic check,71,71,1
8099-MZPUJ,Male,48,Fiber optic,Two year,Credit card (automatic),112,5444,0
0787-LHDYT,Male,16,No,Month-to-month,Credit card (automatic),21,330,0
2642-DTVCO,Male,9,Fiber optic,Month-to-month,Electronic check,85,747,1
0374-IOEGQ,Female,3,DSL,Month-to-month,Electronic check,45,123,0
4361-JEIVL,Male,1,DSL,Month-to-month,Electronic check,44,44,1
3197-NNYNB,Male,65,Fiber optic,Two year,Credit card (automatic),105,6632,0
3396-DKDEL,Female,70,Fiber optic,Two year,Credit card (automatic),115,8250,0
1752-OZXFY,Male,60,DSL,One year,Mailed check,60,3561,0
9066-QRSDU,Female,69,No,One year,Electronic check,26,1764,0
9112-WSNPU,Female,35,Fiber optic,Month-to-month,Electronic check,71,2419,0
9867-NNXLC,Female,22,No,Month-to-month,Mailed check,20,470,0
5321-NTRKC,Male,66,DSL,Two year,Bank transfer (automatic),80,5235,0
1363-TXLSL,Male,1,Fiber optic,Month-to-month,Electronic check,70,70,1
9507-EXLTT,Female,1,Fiber optic,Month-to-month,Bank transfer (automatic),79,79,1
3161-GETRM,Male,34,Fiber optic,Month-to-month,Credit card (automatic),90,3097,0
