customer_ID,gender,tenure,internet_service,contract,payment_method,monthly_charges,total_charges,churn,tenure_group,charge_group
5673-TIYIB,1,2,DSL,Month-to-month,Credit card (automatic),40,77,1,0-1 Year,Low
6551-ZCOTS,1,33,No,One year,Bank transfer (automatic),25,848,0,2-4 Years,Low
7191-ADRGF,1,44,DSL,Two year,Bank transfer (automatic),54,2390,0,2-4 Years,Medium
5018-LXQQG,2,30,DSL,Month-to-month,Bank transfer (automatic),66,1924,0,2-4 Years,Medium
6892-BOGQE,2,71,No,Two year,Bank transfer (automatic),21,1493,0,4-6 Years,Low
1602-IJQQE,2,4,Fiber optic,Month-to-month,Electronic check,75,338,1,0-1 Year,Medium
4628-WQCQQ,1,35,Fiber optic,One year,Electronic check,85,3031,1,2-4 Years,Medium
1746-TGTWV,1,1,Fiber optic,Month-to-month,Credit card (automatic),75,75,0,0-1 Year,Medium
5995-SNNEW,1,23,Fiber optic,Month-to-month,Electronic check,104,2185,0,1-2 Years,High
8050-WYBND,2,22,DSL,One year,Credit card (automatic),49,1031,0,1-2 Years,Low
2821-WARNZ,2,49,No,One year,Credit card (automatic),19,921,0,4-6 Years,Low
4879-GZLFH,2,42,Fiber optic,Month-to-month,Electronic check,92,3875,0,2-4 Years,Medium
1644-IRKSF,2,33,Fiber optic,One year,Electronic check,94,3125,1,2-4 Years,Medium
8314-HTWVE,2,7,No,Two year,Mailed check,20,144,0,0-1 Year,Low
9402-ROUMJ,2,67,Fiber optic,One year,Bank transfer (automatic),100,6689,0,4-6 Years,Medium
2507-QZPQS,1,15,Fiber optic,Month-to-month,Electronic check,96,1451,0,1-2 Years,Medium
7159-NOKYQ,1,67,Fiber optic,Two year,Electronic check,93,6368,0,4-6 Years,Medium
5707-ZMDJP,1,53,DSL,Two year,Mailed check,70,3730,0,4-6 Years,Medium
8779-YIQQA,1,21,No,One year,Mailed check,20,350,0,1-2 Years,Low
7136-IHZJA,2,40,DSL,Month-to-month,Mailed check,71,2847,0,2-4 Years,Medium
8966-OIQHG,2,22,No,One year,Bank transfer (automatic),21,452,0,1-2 Years,Low
7074-STDCN,1,39,DSL,Month-to-month,Electronic check,41,1495,0,2-4 Years,Low
3705-PSNGL,1,45,No,One year,Electronic check,20,930,1,2-4 Years,Low
8739-QOTTN,2,2,No,Month-to-month,Mailed check,20,42,0,0-1 Year,Low
1399-OUPJN,2,57,No,Two year,Bank transfer (automatic),20,1272,0,4-6 Years,Low
0277-BKSQP,1,8,DSL,Month-to-month,Electronic check,54,475,0,0-1 Year,Medium
6502-HCJTI,1,7,Fiber optic,Month-to-month,Credit card (automatic),95,673,1,0-1 Year,Medium
2606-RMDHZ,1,6,DSL,Month-to-month,Credit card (automatic),31,209,1,0-1 Year,Low
5774-XZTQC,2,7,No,Month-to-month,Mailed check,20,151,0,0-1 Year,Low
2676-SSLTO,1,49,DSL,Two year,Bank transfer (automatic),66,3199,0,4-6 Years,Medium
6266-QHOJZ,2,65,Fiber optic,One year,Electronic check,90,5845,0,4-6 Years,Medium
7269-JISCY,2,55,DSL,One year,Bank transfer (automatic),45,2463,0,4-6 Years,Low
0363-SVHYR,1,71,DSL,Two year,Bank transfer (automatic),87,6264,0,4-6 Years,Medium
8547-NSBBO,1,35,Fiber optic,Month-to-month,Mailed check,97,3403,0,2-4 Years,Medium
8258-GSTJK,1,3,Fiber optic,Month-to-month,Electronic check,77,238,1,0-1 Year,Medium
6861-OKBCE,2,11,No,Month-to-month,Credit card (automatic),20,221,1,0-1 Year,Low
9940-RHLFB,2,1,Fiber optic,Month-to-month,Electronic check,75,75,1,0-1 Year,Medium
6591-QGOYB,1,17,Fiber optic,Month-to-month,Bank transfer (automatic),107,1672,0,1-2 Years,High
9070-BCKQP,2,72,Fiber optic,Two year,Credit card (automatic),110,7881,0,4-6 Years,High
6421-SZVEM,2,28,Fiber optic,One year,Bank transfer (automatic),83,2321,0,2-4 Years,Medium
1328-EUZHC,2,18,No,Two year,Mailed check,20,371,0,1-2 Years,Low
2995-UPRYS,2,40,Fiber optic,One year,Credit card (automatic),99,4062,1,2-4 Years,Medium
8878-RYUKI,2,52,DSL,Month-to-month,Electronic check,59,3044,0,4-6 Years,Medium
9633-DENPU,2,47,DSL,Month-to-month,Bank transfer (automatic),59,2723,0,2-4 Years,Medium
7811-JIVPF,2,23,DSL,Month-to-month,Credit card (automatic),50,1081,0,1-2 Years,Low
7113-HIPFI,1,66,DSL,Two year,Mailed check,66,4097,0,4-6 Years,Medium
8541-QVFKM,2,8,Fiber optic,Month-to-month,Electronic check,74,632,0,0-1 Year,Medium
6686-YPGHK,1,47,Fiber optic,Month-to-month,Mailed check,86,4042,1,2-4 Years,Medium
1383-EZRWL,2,7,No,Month-to-month,Mailed check,20,165,1,0-1 Year,Low
9258-CNWAC,2,71,Fiber optic,Two year,Credit card (automatic),114,8167,0,4-6 Years,High
5371-VYLSX,2,50,Fiber optic,Month-to-month,Electronic check,83,4114,0,4-6 Years,Medium
6374-AFWOX,1,46,DSL,Two year,Mailed check,66,3047,0,2-4 Years,Medium
4759-TRPLW,1,1,Fiber optic,Month-to-month,Electronic check,70,70,1,0-1 Year,Medium
5317-FLPJF,2,66,DSL,Two year,Bank transfer (automatic),61,4193,0,4-6 Years,Medium
7621-VPNET,2,42,Fiber optic,Month-to-month,Credit card (automatic),86,3730,0,2-4 Years,Medium
6034-YMTOB,2,5,Fiber optic,Month-to-month,Mailed check,76,399,0,0-1 Year,Medium
8563-IIOXK,1,7,DSL,One year,Electronic check,50,331,1,0-1 Year,Low
4903-CNOZC,1,29,DSL,One year,Credit card (automatic),71,1965,0,2-4 Years,Medium
4353-HYOJD,2,27,DSL,Month-to-month,Mailed check,50,1336,0,2-4 Years,Low
8020-BWHYL,2,15,Fiber optic,Month-to-month,Credit card (automatic),75,1147,1,1-2 Years,Medium
7267-FRMJW,2,25,No,Two year,Mailed check,20,486,0,2-4 Years,Low
2982-VPSGI,2,11,Fiber optic,Month-to-month,Electronic check,94,1079,1,0-1 Year,Medium
4188-FRABG,1,57,Fiber optic,Month-to-month,Electronic check,103,5926,0,4-6 Years,High
8199-ZLLSA,1,67,Fiber optic,One year,Bank transfer (automatic),118,7804,1,4-6 Years,High
4128-ETESU,2,47,Fiber optic,Month-to-month,Electronic check,100,4747,0,2-4 Years,Medium
0620-DLSLK,2,13,Fiber optic,Month-to-month,Mailed check,82,1029,0,1-2 Years,Medium
4625-EWPTF,1,8,DSL,Month-to-month,Electronic check,30,226,1,0-1 Year,Low
5980-NOPLP,2,44,Fiber optic,Month-to-month,Electronic check,96,4364,1,2-4 Years,Medium
3850-OKINF,1,71,DSL,One year,Electronic check,66,4693,0,4-6 Years,Medium
6892-XPFPU,1,24,Fiber optic,Month-to-month,Electronic check,104,2434,1,1-2 Years,High
8010-EZLOU,1,15,Fiber optic,Month-to-month,Electronic check,80,1217,1,1-2 Years,Medium
1156-ZFYDO,2,1,No,Month-to-month,Electronic check,20,20,0,0-1 Year,Low
3295-YVUSR,1,2,Fiber optic,Month-to-month,Mailed check,73,154,0,0-1 Year,Medium
8016-NCFVO,1,55,Fiber optic,Month-to-month,Electronic check,117,6383,0,4-6 Years,High
4119-ZYPZY,1,71,Fiber optic,Two year,Electronic check,107,7623,0,4-6 Years,High
5549-ZGHFB,1,50,No,Two year,Mailed check,25,1261,0,4-6 Years,Low
7577-SWIFR,1,1,Fiber optic,Month-to-month,Electronic check,89,89,0,0-1 Year,Medium
0303-WMMRN,1,5,No,Month-to-month,Mailed check,19,86,0,0-1 Year,Low
6408-OTUBZ,2,66,Fiber optic,One year,Bank transfer (automatic),105,6779,0,4-6 Years,High
5204-HMGYF,2,49,DSL,One year,Mailed check,87,4345,0,4-6 Years,Medium
1078-TDCRN,2,3,DSL,Month-to-month,Electronic check,31,83,0,0-1 Year,Low
3727-OVPRY,1,66,No,One year,Credit card (automatic),26,1715,0,4-6 Years,Low
3797-FKOGQ,1,11,Fiber optic,Month-to-month,Electronic check,86,893,0,0-1 Year,Medium
7622-NXQZR,1,28,DSL,Month-to-month,Credit card (automatic),30,811,0,2-4 Years,Low
6196-HBOBZ,1,65,Fiber optic,Two year,Electronic check,99,6348,0,4-6 Years,Medium
3970-XGJDU,2,62,No,Two year,Credit card (automatic),19,1124,0,4-6 Years,Low
7017-VFULY,2,2,No,Month-to-month,Bank transfer (automatic),20,43,0,0-1 Year,Low
5562-YJQGT,2,2,No,Month-to-month,Credit card (automatic),20,35,0,0-1 Year,Low
8807-OPMBM,2,55,No,Two year,Credit card (automatic),26,1388,0,4-6 Years,Low
5439-WIKXB,1,41,Fiber optic,Month-to-month,Electronic check,95,3851,0,2-4 Years,Medium
9874-QLCLH,2,17,Fiber optic,Month-to-month,Electronic check,104,1744,1,1-2 Years,High
8294-UIMBA,2,30,Fiber optic,One year,Bank transfer (automatic),94,2638,0,2-4 Years,Medium
8109-YUOHE,1,17,DSL,One year,Mailed check,56,947,0,1-2 Years,Medium
5840-NVDCG,2,16,DSL,Two year,Bank transfer (automatic),68,1115,0,1-2 Years,Medium
8092-NLTGF,1,72,No,Two year,Bank transfer (automatic),25,1778,0,4-6 Years,Low
5928-QLDHB,1,9,Fiber optic,Month-to-month,Electronic check,76,685,0,0-1 Year,Medium
9840-EFJQB,2,1,Fiber optic,Month-to-month,Electronic check,74,74,0,0-1 Year,Medium
0696-UKTOX,1,23,DSL,Month-to-month,Electronic check,54,1312,0,1-2 Years,Medium
4801-KFYKL,1,8,No,Month-to-month,Bank transfer (automatic),19,159,0,0-1 Year,Low
3472-OAOOR,1,19,DSL,Month-to-month,Mailed check,35,610,0,1-2 Years,Low
6135-OZQVA,2,7,DSL,Month-to-month,Electronic check,54,404,0,0-1 Year,Medium
8062-YBDOE,1,1,Fiber optic,Month-to-month,Electronic check,70,70,1,0-1 Year,Medium
2252-JHJGE,1,61,Fiber optic,One year,Electronic check,104,6363,0,4-6 Years,High
4188-PCPIG,2,57,DSL,Two year,Credit card (automatic),70,4125,0,4-6 Years,Medium
6000-APYLU,1,9,Fiber optic,Month-to-month,Electronic check,81,713,1,0-1 Year,Medium
7105-BENQF,1,15,DSL,One year,Mailed check,65,951,0,1-2 Years,Medium
7721-DVEKZ,2,1,No,Month-to-month,Mailed check,20,20,0,0-1 Year,Low
3566-VVORZ,2,12,DSL,Month-to-month,Bank transfer (automatic),46,506,0,0-1 Year,Low
9507-HSMMZ,1,54,No,Two year,Mailed check,20,1150,0,4-6 Years,Low
2480-SQIOB,1,4,DSL,Month-to-month,Electronic check,45,170,0,0-1 Year,Low
0947-IDHRQ,2,7,Fiber optic,Month-to-month,Mailed check,80,527,1,0-1 Year,Medium
7813-TKCVO,2,20,No,One year,Mailed check,20,393,0,1-2 Years,Low
0128-MKWSG,2,26,DSL,Month-to-month,Mailed check,46,1147,0,2-4 Years,Low
3672-YITQD,1,36,Fiber optic,Month-to-month,Electronic check,84,3022,1,2-4 Years,Medium
4350-ZTLPI,2,53,Fiber optic,One year,Bank transfer (automatic),109,5718,0,4-6 Years,High
9048-JVYVF,1,3,DSL,Month-to-month,Electronic check,69,191,1,0-1 Year,Medium
0361-HJRDX,2,68,DSL,Two year,Credit card (automatic),64,4540,0,4-6 Years,Medium
5727-MYATE,1,72,DSL,Two year,Credit card (automatic),91,6398,0,4-6 Years,Medium
3823-KYNQY,1,12,No,One year,Credit card (automatic),25,280,0,0-1 Year,Low
8988-ECPJR,2,34,Fiber optic,Month-to-month,Mailed check,80,2718,1,2-4 Years,Medium
7570-WELNY,2,68,Fiber optic,Two year,Bank transfer (automatic),85,5711,0,4-6 Years,Medium
3021-VLNRJ,2,50,DSL,One year,Credit card (automatic),71,3478,0,4-6 Years,Medium
3776-EKTKM,2,1,DSL,Month-to-month,Electronic check,36,36,1,0-1 Year,Low
2080-CAZNM,2,41,Fiber optic,Month-to-month,Electronic check,104,4134,0,2-4 Years,High
1028-FFNJK,1,30,Fiber optic,Month-to-month,Electronic check,102,2918,0,2-4 Years,High
6907-FLBER,1,1,DSL,Month-to-month,Electronic check,54,54,0,0-1 Year,Medium
3001-UNBTL,1,29,Fiber optic,Month-to-month,Electronic check,104,2965,0,2-4 Years,High
5982-PSMKW,2,23,DSL,Two year,Credit card (automatic),91,2198,0,1-2 Years,Medium
3507-GASNP,1,60,No,Two year,Mailed check,20,1190,0,4-6 Years,Low
7096-ZNBZI,2,72,No,Two year,Credit card (automatic),26,1915,0,4-6 Years,Low
1902-XBTFB,1,22,Fiber optic,Month-to-month,Electronic check,89,2002,1,1-2 Years,Medium
1676-MQAOA,1,72,DSL,Two year,Bank transfer (automatic),75,5336,0,4-6 Years,Medium
0786-IVLAW,2,66,Fiber optic,One year,Bank transfer (automatic),108,7239,0,4-6 Years,High
7566-DSRLQ,2,72,Fiber optic,Two year,Electronic check,110,7999,0,4-6 Years,High
0643-OKLRP,2,47,Fiber optic,Month-to-month,Electronic check,80,3826,1,2-4 Years,Medium
7245-JMTTQ,2,51,Fiber optic,One year,Electronic check,112,5703,0,4-6 Years,High
6050-IJRHS,2,70,Fiber optic,One year,Electronic check,107,7397,0,4-6 Years,High
6202-JVYEU,1,9,No,One year,Electronic check,20,165,0,0-1 Year,Low
8591-TKMZH,1,59,Fiber optic,Two year,Mailed check,111,6555,0,4-6 Years,High
0734-OXWBT,1,3,DSL,Month-to-month,Mailed check,71,226,0,0-1 Year,Medium
4282-ACRXS,1,38,DSL,Month-to-month,Electronic check,25,956,0,2-4 Years,Low
0365-TRTPY,2,37,Fiber optic,Month-to-month,Bank transfer (automatic),91,3382,0,2-4 Years,Medium
7349-ALMUX,1,37,DSL,Two year,Bank transfer (automatic),66,2314,0,2-4 Years,Medium
9381-NDKME,2,24,DSL,Month-to-month,Credit card (automatic),41,933,1,1-2 Years,Low
6502-KUGLL,2,14,DSL,Month-to-month,Bank transfer (automatic),59,781,0,1-2 Years,Medium
1841-YSJGV,1,72,Fiber optic,Two year,Credit card (automatic),110,7852,0,4-6 Years,High
2794-XIMMO,1,53,DSL,One year,Electronic check,60,3184,1,4-6 Years,Medium
8382-SHQEH,2,8,Fiber optic,Month-to-month,Electronic check,85,765,1,0-1 Year,Medium
3511-BFTJW,1,72,DSL,Two year,Credit card (automatic),39,2763,0,4-6 Years,Low
7668-XCFYV,2,17,Fiber optic,Month-to-month,Electronic check,93,1615,0,1-2 Years,Medium
2983-ZANRP,2,2,Fiber optic,Month-to-month,Bank transfer (automatic),74,145,1,0-1 Year,Medium
7845-URHJN,2,8,No,Month-to-month,Bank transfer (automatic),20,156,1,0-1 Year,Low
3034-ZBEQN,2,48,DSL,One year,Mailed check,35,1605,1,2-4 Years,Low
5018-HEKFO,2,10,No,Month-to-month,Mailed check,25,270,0,0-1 Year,Low
2923-ARZLG,1,0,No,One year,Mailed check,20, ,0,,Low
3976-NLDEZ,1,1,No,Month-to-month,Mailed check,21,21,0,0-1 Year,Low
2282-YGNOR,2,29,DSL,One year,Credit card (automatic),58,1735,0,2-4 Years,Medium
5336-UFNZP,2,65,Fiber optic,One year,Electronic check,107,7048,0,4-6 Years,High
6854-EXGSF,2,8,DSL,Month-to-month,Bank transfer (automatic),66,573,0,0-1 Year,Medium
1241-EZFMJ,1,61,No,Two year,Bank transfer (automatic),25,1539,0,4-6 Years,Low
9233-PSYHO,2,45,Fiber optic,One year,Bank transfer (automatic),100,4460,0,2-4 Years,Medium
5376-PCKNB,1,72,Fiber optic,One year,Credit card (automatic),104,7459,0,4-6 Years,High
8044-BGWPI,1,12,No,Month-to-month,Electronic check,21,306,0,0-1 Year,Low
4060-LDNLU,1,7,Fiber optic,Month-to-month,Electronic check,96,640,0,0-1 Year,Medium
3589-PPVKW,1,9,DSL,Month-to-month,Mailed check,44,348,0,0-1 Year,Low
8327-LZKAS,2,43,Fiber optic,One year,Electronic check,108,4534,1,2-4 Years,High
5887-IKKYO,1,58,Fiber optic,Two year,Bank transfer (automatic),94,5564,0,4-6 Years,Medium
1075-BGWOH,1,16,Fiber optic,Month-to-month,Electronic check,99,1588,1,1-2 Years,Medium
1755-RMCXH,1,2,No,Month-to-month,Mailed check,20,40,0,0-1 Year,Low
0302-JOIVN,2,8,Fiber optic,Month-to-month,Electronic check,101,843,1,0-1 Year,High
3858-XHYJO,2,40,Fiber optic,One year,Bank transfer (automatic),106,4229,0,2-4 Years,High
4299-SIMNS,1,9,Fiber optic,Month-to-month,Electronic check,81,784,0,0-1 Year,Medium
7025-IWFHT,1,41,Fiber optic,One year,Electronic check,90,3730,0,2-4 Years,Medium
6261-LHRTG,2,26,DSL,Month-to-month,Credit card (automatic),55,1407,0,2-4 Years,Medium
7841-FCRQD,2,33,DSL,One year,Credit card (automatic),54,1857,0,2-4 Years,Medium
2056-EVGZL,1,68,Fiber optic,One year,Credit card (automatic),106,7323,0,4-6 Years,High
8777-MBMTS,2,65,Fiber optic,Two year,Credit card (automatic),106,6726,0,4-6 Years,High
7753-USQYQ,1,55,DSL,One year,Electronic check,64,3627,0,4-6 Years,Medium
5366-IJEQJ,1,20,Fiber optic,Month-to-month,Electronic check,89,1761,1,1-2 Years,Medium
7661-CPURM,1,19,Fiber optic,One year,Credit card (automatic),88,1726,0,1-2 Years,Medium
6233-HXJMX,2,45,Fiber optic,Month-to-month,Credit card (automatic),89,4192,0,2-4 Years,Medium
5902-WBLSE,2,70,No,Two year,Credit card (automatic),20,1411,0,4-6 Years,Low
1981-INRFU,2,2,Fiber optic,Month-to-month,Electronic check,80,165,1,0-1 Year,Medium
4971-PUYQO,2,27,Fiber optic,Month-to-month,Mailed check,95,2725,1,2-4 Years,Medium
3239-TPHPZ,2,12,No,Two year,Electronic check,20,265,0,0-1 Year,Low
5115-GZDEL,1,72,DSL,Two year,Credit card (automatic),67,4672,0,4-6 Years,Medium
3338-CVVEH,1,12,Fiber optic,Month-to-month,Electronic check,95,1174,0,0-1 Year,Medium
8485-GJCDN,2,5,Fiber optic,Month-to-month,Mailed check,69,319,1,0-1 Year,Medium
2615-YVMYX,1,71,Fiber optic,Month-to-month,Electronic check,108,7714,0,4-6 Years,High
2851-STERV,1,35,DSL,One year,Electronic check,73,2471,0,2-4 Years,Medium
4393-GEADV,1,70,Fiber optic,Two year,Credit card (automatic),115,7842,0,4-6 Years,High
8486-AYEQH,2,31,Fiber optic,Month-to-month,Electronic check,76,2228,0,2-4 Years,Medium
1527-SXDPN,1,52,Fiber optic,Two year,Bank transfer (automatic),96,4990,1,4-6 Years,Medium
6029-WTIPC,1,37,Fiber optic,Month-to-month,Electronic check,101,3744,1,2-4 Years,High
8634-CILSZ,1,69,Fiber optic,One year,Bank transfer (automatic),105,7220,1,4-6 Years,High
5419-JKZNQ,1,30,Fiber optic,Month-to-month,Mailed check,78,2351,0,2-4 Years,Medium
2495-KZNFB,2,33,Fiber optic,Month-to-month,Electronic check,91,2990,0,2-4 Years,Medium
1409-PHXTF,1,54,Fiber optic,Two year,Electronic check,110,6078,0,4-6 Years,High
4560-WQAQW,2,59,DSL,One year,Bank transfer (automatic),69,4071,0,4-6 Years,Medium
9591-YVTEB,1,55,DSL,Month-to-month,Electronic check,45,2479,0,4-6 Years,Low
9309-BZGNT,1,69,DSL,One year,Credit card (automatic),30,2134,0,4-6 Years,Low
4274-DRSQT,2,66,Fiber optic,One year,Bank transfer (automatic),89,6000,0,4-6 Years,Medium
2027-DNKIV,1,37,DSL,One year,Mailed check,59,2203,0,2-4 Years,Medium
8075-GXIUB,1,9,No,One year,Credit card (automatic),20,183,0,0-1 Year,Low
2885-HIJDH,1,69,DSL,Two year,Bank transfer (automatic),87,6194,0,4-6 Years,Medium
5424-RLQLC,1,10,DSL,Month-to-month,Mailed check,60,639,0,0-1 Year,Medium
6682-QJDGB,1,40,DSL,Month-to-month,Mailed check,55,2139,1,2-4 Years,Medium
6507-DTJZV,1,13,DSL,Month-to-month,Credit card (automatic),66,832,0,1-2 Years,Medium
8780-IXSTS,2,6,Fiber optic,Month-to-month,Electronic check,90,521,1,0-1 Year,Medium
7673-BQGKU,2,69,No,Two year,Bank transfer (automatic),20,1338,0,4-6 Years,Low
6723-WSNTY,2,66,Fiber optic,One year,Credit card (automatic),108,7182,0,4-6 Years,High
9530-EHPOH,1,11,DSL,Month-to-month,Electronic check,54,608,1,0-1 Year,Medium
2725-IWWBA,1,46,DSL,One year,Mailed check,57,2560,0,2-4 Years,Medium
0345-HKJVM,2,6,Fiber optic,Month-to-month,Electronic check,89,578,1,0-1 Year,Medium
1061-PNTHC,2,56,Fiber optic,Month-to-month,Mailed check,110,5953,0,4-6 Years,High
0394-YONDK,1,70,No,Two year,Credit card (automatic),25,1790,0,4-6 Years,Low
6574-MCOEH,2,33,DSL,One year,Electronic check,79,2531,0,2-4 Years,Medium
7399-QHBJS,2,72,DSL,Two year,Credit card (automatic),67,4760,0,4-6 Years,Medium
3049-SOLAY,2,3,Fiber optic,Month-to-month,Electronic check,95,293,1,0-1 Year,Medium
0997-YTLNY,2,19,DSL,Month-to-month,Mailed check,49,954,0,1-2 Years,Low
3317-HRTNN,2,5,DSL,Month-to-month,Electronic check,46,198,1,0-1 Year,Low
9479-HYNYL,2,71,DSL,Two year,Credit card (automatic),81,5705,0,4-6 Years,Medium
3235-ETOOB,1,8,Fiber optic,Month-to-month,Electronic check,75,610,1,0-1 Year,Medium
9708-KFDBY,1,1,No,Month-to-month,Credit card (automatic),21,21,0,0-1 Year,Low
8058-INTPH,2,1,Fiber optic,Month-to-month,Electronic check,80,80,1,0-1 Year,Medium
3642-GKTCT,2,61,Fiber optic,One year,Mailed check,115,6994,0,4-6 Years,High
0774-RMNUW,2,71,DSL,Two year,Bank transfer (automatic),60,4123,0,4-6 Years,Medium
1334-PDUKM,2,68,Fiber optic,One year,Credit card (automatic),86,5763,0,4-6 Years,Medium
0756-MPZRL,1,46,DSL,One year,Credit card (automatic),34,1538,0,2-4 Years,Low
2242-MFOTG,1,33,Fiber optic,One year,Bank transfer (automatic),80,2603,0,2-4 Years,Medium
2927-CVULT,2,53,Fiber optic,Two year,Bank transfer (automatic),104,5566,0,4-6 Years,High
2144-BFDSO,2,50,Fiber optic,Month-to-month,Bank transfer (automatic),109,5432,0,4-6 Years,High
8745-PVESG,2,57,DSL,One year,Credit card (automatic),41,2258,0,4-6 Years,Low
7647-GYYKX,2,54,No,Two year,Bank transfer (automatic),20,1092,0,4-6 Years,Low
5647-FXOTP,2,60,Fiber optic,Month-to-month,Electronic check,106,6401,0,4-6 Years,High
5569-OUICF,2,28,Fiber optic,Month-to-month,Credit card (automatic),101,2812,1,2-4 Years,High
8821-XNHVZ,2,1,Fiber optic,Month-to-month,Mailed check,80,80,1,0-1 Year,Medium
2082-OJVTK,1,29,Fiber optic,Month-to-month,Electronic check,89,2698,1,2-4 Years,Medium
9700-ISPUP,2,10,DSL,Month-to-month,Electronic check,66,617,0,0-1 Year,Medium
9839-ETQOE,1,43,DSL,Month-to-month,Electronic check,40,1913,0,2-4 Years,Low
6078-VESFR,1,13,Fiber optic,Month-to-month,Bank transfer (automatic),70,849,0,1-2 Years,Medium
9027-TMATR,2,43,DSL,Two year,Electronic check,79,3460,0,2-4 Years,Medium
5940-NFXKV,1,19,Fiber optic,Month-to-month,Electronic check,84,1466,1,1-2 Years,Medium
1941-HOSAM,1,1,Fiber optic,Month-to-month,Electronic check,90,90,0,0-1 Year,Medium
9110-HSGTV,2,69,DSL,Two year,Credit card (automatic),82,5555,0,4-6 Years,Medium
0704-VCUMB,2,61,No,Two year,Credit card (automatic),20,1279,0,4-6 Years,Low
6171-ZTVYB,1,43,DSL,Month-to-month,Bank transfer (automatic),66,2907,0,2-4 Years,Medium
8053-WWDRO,2,6,No,Month-to-month,Bank transfer (automatic),20,146,1,0-1 Year,Low
9564-KCLHR,1,1,DSL,Month-to-month,Mailed check,51,51,1,0-1 Year,Medium
1935-IMVBB,1,56,Fiber optic,Month-to-month,Mailed check,90,4953,0,4-6 Years,Medium
2535-PBCGC,2,70,DSL,Two year,Bank transfer (automatic),65,4505,0,4-6 Years,Medium
2082-CEFLT,1,1,DSL,Month-to-month,Electronic check,46,46,1,0-1 Year,Low
1470-PSXNM,1,49,Fiber optic,One year,Electronic check,94,4520,0,4-6 Years,Medium
1213-NGCUN,2,6,DSL,Month-to-month,Bank transfer (automatic),50,267,1,0-1 Year,Low
2498-XLDZR,2,32,DSL,Two year,Mailed check,74,2317,0,2-4 Years,Medium
9866-OCCKE,2,72,Fiber optic,Two year,Mailed check,110,8075,0,4-6 Years,High
5338-YHWYT,1,37,DSL,Two year,Credit card (automatic),61,2302,0,2-4 Years,Medium
7718-UPSKJ,2,69,Fiber optic,One year,Credit card (automatic),106,7252,0,4-6 Years,High
8731-WBBMB,2,26,DSL,Month-to-month,Bank transfer (automatic),82,2079,0,2-4 Years,Medium
1448-CYWKC,2,58,Fiber optic,One year,Credit card (automatic),105,6225,0,4-6 Years,High
7901-IIDQV,1,24,DSL,One year,Bank transfer (automatic),55,1242,0,1-2 Years,Medium
2690-DVRVK,1,5,No,One year,Electronic check,21,99,0,0-1 Year,Low
5688-KZTSN,1,15,No,Month-to-month,Electronic check,20,288,1,1-2 Years,Low
1270-XKUCC,2,30,No,Two year,Mailed check,20,599,0,2-4 Years,Low
0334-ZFJSR,2,55,DSL,One year,Credit card (automatic),66,3462,0,4-6 Years,Medium
2894-QOJRX,2,25,DSL,Month-to-month,Bank transfer (automatic),34,853,1,2-4 Years,Low
5747-PMBSQ,1,10,Fiber optic,Month-to-month,Mailed check,93,934,1,0-1 Year,Medium
5583-EJXRD,1,44,DSL,Two year,Credit card (automatic),54,2375,0,2-4 Years,Medium
4565-EVZMJ,2,47,DSL,One year,Mailed check,59,2813,0,2-4 Years,Medium
3143-JQEGI,2,13,Fiber optic,Month-to-month,Electronic check,88,1223,1,1-2 Years,Medium
6386-SZZKH,2,49,Fiber optic,Two year,Bank transfer (automatic),108,5293,1,4-6 Years,High
3327-YBAKM,2,64,Fiber optic,One year,Mailed check,97,6314,0,4-6 Years,Medium
9441-QHEVC,1,1,No,Month-to-month,Mailed check,19,19,0,0-1 Year,Low
6705-LNMDD,1,20,DSL,Month-to-month,Mailed check,50,1003,0,1-2 Years,Low
2580-ASVVY,2,37,DSL,Two year,Electronic check,45,1593,0,2-4 Years,Low
3370-GQEAL,1,30,Fiber optic,Month-to-month,Electronic check,85,2510,0,2-4 Years,Medium
5032-USPKF,2,38,DSL,One year,Bank transfer (automatic),84,3188,0,2-4 Years,Medium
2982-IHMFT,2,1,Fiber optic,Month-to-month,Mailed check,74,74,1,0-1 Year,Medium
3521-SYVOR,2,37,DSL,Month-to-month,Electronic check,65,2345,1,2-4 Years,Medium
4254-QPEDE,2,52,DSL,Two year,Credit card (automatic),66,3330,0,4-6 Years,Medium
6283-GITPX,1,71,DSL,Two year,Credit card (automatic),77,5523,0,4-6 Years,Medium
9526-JAWYF,1,26,Fiber optic,Month-to-month,Electronic check,90,2335,1,2-4 Years,Medium
0771-CHWSK,1,66,DSL,Two year,Credit card (automatic),75,4798,0,4-6 Years,Medium
9788-HNGUT,1,72,Fiber optic,Two year,Credit card (automatic),117,8594,0,4-6 Years,High
9495-REDIY,1,25,DSL,One year,Credit card (automatic),41,971,0,2-4 Years,Low
5375-XLDOF,1,69,Fiber optic,Two year,Bank transfer (automatic),114,7666,0,4-6 Years,High
1172-VIYBP,1,53,DSL,Two year,Bank transfer (automatic),70,3686,0,4-6 Years,Medium
5649-VUKMC,2,12,Fiber optic,One year,Mailed check,96,1115,1,0-1 Year,Medium
6559-PDZLR,1,26,Fiber optic,Month-to-month,Electronic check,99,2537,0,2-4 Years,Medium
8992-OBVDG,1,21,DSL,Month-to-month,Mailed check,62,1394,0,1-2 Years,Medium
